ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISIfirst_trigger_at: 0
1	Single	87	573	87	8	0	0	74391	691	0	correct_rejection	NA	0
1	Single	88	574	88	9	0	0	75099	692	0	correct_rejection	NA	0
1	Single	89	575	89	6	0	0	75808	691	0	correct_rejection	NA	0
1	Single	90	576	90	0	1	1	76516	692	1	hit	389	0
1	Single	91	577	91	9	0	0	77225	692	0	correct_rejection	NA	0
1	Single	92	578	92	9	0	0	77933	692	0	correct_rejection	NA	0
1	Single	93	579	93	0	1	1	78642	692	1	hit	384	0
1	Single	94	580	94	5	0	0	79351	691	0	correct_rejection	NA	0
1	Single	95	581	95	8	0	0	80059	692	0	correct_rejection	NA	0
1	Single	96	582	96	5	0	0	80768	691	0	correct_rejection	NA	0
1	Single	97	583	97	6	0	0	81476	692	0	correct_rejection	NA	0
1	Single	98	584	98	7	0	0	82185	692	0	correct_rejection	NA	0
1	Single	99	585	99	9	0	0	82893	692	0	correct_rejection	NA	0
1	Single	100	586	100	4	0	0	83602	692	0	correct_rejection	NA	0
1	Single	101	587	101	6	0	0	84311	691	0	correct_rejection	NA	0
1	Single	102	588	102	8	0	0	85019	692	0	correct_rejection	NA	0
1	Single	103	589	103	4	0	0	85728	691	0	correct_rejection	NA	0
1	Single	104	590	104	5	0	0	86436	692	0	correct_rejection	NA	0
1	Single	105	591	105	9	0	0	87145	692	0	correct_rejection	NA	0
1	Single	106	592	106	8	0	0	87853	692	0	correct_rejection	NA	0
1	Single	107	593	107	7	0	0	88562	692	0	correct_rejection	NA	0
1	Single	108	594	108	6	0	0	89271	691	0	correct_rejection	NA	0
1	Single	109	595	109	6	0	0	89979	692	0	correct_rejection	NA	0
1	Single	110	596	110	4	0	0	90688	691	0	correct_rejection	NA	0
1	Single	111	597	111	4	0	0	91396	692	0	correct_rejection	NA	0
1	Single	112	598	112	9	0	0	92105	691	0	correct_rejection	NA	0
1	Single	113	599	113	7	0	0	92813	692	0	correct_rejection	NA	0
1	Single	114	600	114	7	0	0	93522	692	0	correct_rejection	NA	0
1	Single	115	601	115	8	0	0	94230	692	0	correct_rejection	NA	0
1	Single	116	602	116	8	0	0	94939	692	0	correct_rejection	NA	0
1	Single	117	603	117	6	0	0	95648	691	0	correct_rejection	NA	0
1	Single	118	604	118	5	0	0	96356	692	0	correct_rejection	NA	0
1	Single	119	605	119	7	0	0	97065	691	0	correct_rejection	NA	0
1	Single	120	606	120	7	0	0	97773	692	0	correct_rejection	NA	0
1	Single	121	607	121	0	1	1	98482	692	1	hit	318	0
1	Single	122	608	122	8	0	0	99190	692	0	correct_rejection	NA	0
1	Single	123	609	123	5	0	0	99899	692	0	correct_rejection	NA	0
1	Single	124	610	124	7	0	0	100608	691	0	correct_rejection	NA	0
1	Single	125	611	125	6	0	0	101316	692	0	correct_rejection	NA	0
1	Single	126	612	126	4	0	0	102025	691	0	correct_rejection	NA	0
1	Single	127	613	127	0	1	1	102733	692	1	hit	452	0
1	Single	128	614	128	5	0	0	103442	692	0	correct_rejection	NA	0
1	Single	129	615	129	5	0	0	104150	692	0	correct_rejection	NA	0
1	Single	130	616	130	6	0	0	104859	692	0	correct_rejection	NA	0
1	Single	131	617	131	8	0	0	105568	691	0	correct_rejection	NA	0
1	Single	132	618	132	6	0	0	106276	692	0	correct_rejection	NA	0
1	Single	133	619	133	9	0	0	106985	691	0	correct_rejection	NA	0
1	Single	134	620	134	4	0	0	107693	692	0	correct_rejection	NA	0
1	Single	135	621	135	8	0	0	108402	692	0	correct_rejection	NA	0
1	Single	136	622	136	0	1	1	109110	692	1	hit	340	0
1	Single	137	623	137	7	0	0	109819	692	0	correct_rejection	NA	0
1	Single	138	624	138	4	0	0	110528	691	0	correct_rejection	NA	0
1	Single	139	625	139	6	0	0	111236	692	0	correct_rejection	NA	0
1	Single	140	626	140	6	0	0	111945	691	0	correct_rejection	NA	0
1	Single	141	627	141	0	1	1	112653	692	1	hit	380	0
1	Single	142	628	142	7	0	0	113362	691	0	correct_rejection	NA	0
1	Single	143	629	143	5	0	0	114070	692	0	correct_rejection	NA	0
1	Single	144	630	144	8	0	0	114779	692	0	correct_rejection	NA	0
1	Single	145	631	145	9	0	0	115487	692	0	correct_rejection	NA	0
1	Single	146	632	146	8	0	0	116196	692	0	correct_rejection	NA	0
1	Single	147	633	147	0	1	1	116905	691	1	hit	351	0
1	Single	148	634	148	8	0	0	117613	692	0	correct_rejection	NA	0
1	Single	149	635	149	4	0	0	118322	691	0	correct_rejection	NA	0
1	Single	150	636	150	9	0	0	119030	692	0	correct_rejection	NA	0
1	Single	151	637	151	5	0	0	119739	692	0	correct_rejection	NA	0
1	Single	152	638	152	4	0	0	120447	692	0	correct_rejection	NA	0
1	Single	153	639	153	4	0	0	121156	692	0	correct_rejection	NA	0
1	Single	154	640	154	7	0	0	121865	691	0	correct_rejection	NA	0
1	Single	155	641	155	9	0	0	122573	692	0	correct_rejection	NA	0
1	Single	156	642	156	9	0	0	123282	691	0	correct_rejection	NA	0
1	Single	157	643	157	0	1	1	123990	692	1	hit	349	0
1	Single	158	644	158	6	0	0	124699	692	0	correct_rejection	NA	0
1	Single	159	645	159	5	0	0	125407	692	0	correct_rejection	NA	0
1	Single	160	646	160	0	1	1	126116	692	1	hit	374	0
1	Single	161	647	161	9	0	0	126825	691	0	correct_rejection	NA	0
1	Single	162	648	162	7	0	0	127533	692	0	correct_rejection	NA	0
1	Nonet	1	325	163	4	0	0	137245	691	0	correct_rejection	NA	416480
1	Nonet	2	326	164	5	0	0	137953	692	0	correct_rejection	NA	0
1	Nonet	3	327	165	6	0	0	138662	691	0	correct_rejection	NA	0
1	Nonet	4	328	166	4	0	0	139370	692	0	correct_rejection	NA	0
1	Nonet	5	329	167	5	0	0	140079	692	0	correct_rejection	NA	0
1	Nonet	6	330	168	6	0	0	140787	692	0	correct_rejection	NA	0
1	Nonet	7	331	169	4	0	0	141496	692	0	correct_rejection	NA	0
1	Nonet	8	332	170	5	0	0	142205	691	0	correct_rejection	NA	0
1	Nonet	9	333	171	6	0	0	142913	692	0	correct_rejection	NA	0
1	Nonet	10	334	172	6	0	0	143622	691	0	correct_rejection	NA	0
1	Nonet	11	335	173	5	0	0	144330	692	0	correct_rejection	NA	0
1	Nonet	12	336	174	4	0	0	145039	692	0	correct_rejection	NA	0
1	Nonet	13	337	175	0	1	2	145747	692	1	hit	453	0
1	Nonet	14	338	176	6	0	0	146456	692	0	correct_rejection	NA	0
1	Nonet	15	339	177	5	0	0	147165	691	0	correct_rejection	NA	0
1	Nonet	16	340	178	4	0	0	147873	692	0	correct_rejection	NA	0
1	Nonet	17	341	179	6	0	0	148582	691	0	correct_rejection	NA	0
1	Nonet	18	342	180	5	0	0	149290	692	0	correct_rejection	NA	0
1	Nonet	19	343	181	4	0	0	149999	692	0	correct_rejection	NA	0
1	Nonet	20	344	182	4	0	0	150707	692	0	correct_rejection	NA	0
1	Nonet	21	345	183	5	0	0	151416	692	0	correct_rejection	NA	0
1	Nonet	22	346	184	6	0	0	152125	691	0	correct_rejection	NA	0
1	Nonet	23	347	185	4	0	0	152833	692	0	correct_rejection	NA	0
1	Nonet	24	348	186	5	0	0	153542	691	0	correct_rejection	NA	0
1	Nonet	25	349	187	6	0	0	154250	692	0	correct_rejection	NA	0
1	Nonet	26	350	188	4	0	0	154959	691	0	correct_rejection	NA	0
1	Nonet	27	351	189	0	1	1	155667	692	1	hit	369	0
1	Nonet	28	352	190	5	0	0	156376	692	0	correct_rejection	NA	0
1	Nonet	29	353	191	6	0	0	157085	691	0	correct_rejection	NA	0
1	Nonet	30	354	192	9	0	0	157793	692	0	correct_rejection	NA	0
1	Nonet	31	355	193	8	0	0	158502	691	0	correct_rejection	NA	0
1	Nonet	32	356	194	7	0	0	159210	692	0	correct_rejection	NA	0
1	Nonet	33	357	195	9	0	0	159919	691	0	correct_rejection	NA	0
1	Nonet	34	358	196	8	0	0	160627	692	0	correct_rejection	NA	0
1	Nonet	35	359	197	7	0	0	161336	692	0	correct_rejection	NA	0
1	Nonet	36	360	198	9	0	0	162044	692	0	correct_rejection	NA	0
1	Nonet	37	361	199	8	0	0	162753	692	0	correct_rejection	NA	0
1	Nonet	38	362	200	7	0	0	163462	691	0	correct_rejection	NA	0
1	Nonet	39	363	201	4	0	0	164170	692	0	correct_rejection	NA	0
1	Nonet	40	364	202	0	1	1	164879	691	1	hit	400	0
1	Nonet	41	365	203	5	0	0	165587	692	0	correct_rejection	NA	0
1	Nonet	42	366	204	6	0	0	166296	692	0	correct_rejection	NA	0
1	Nonet	43	367	205	4	0	0	167004	692	0	correct_rejection	NA	0
1	Nonet	44	368	206	5	0	0	167713	692	0	correct_rejection	NA	0
1	Nonet	45	369	207	6	0	0	168422	691	0	correct_rejection	NA	0
1	Nonet	46	370	208	0	1	2	169130	692	1	hit	458	0
1	Nonet	47	371	209	4	0	0	169839	691	0	correct_rejection	NA	0
1	Nonet	48	372	210	5	0	0	170547	692	0	correct_rejection	NA	0
1	Nonet	49	373	211	6	0	0	171256	692	0	correct_rejection	NA	0
1	Nonet	50	374	212	7	0	0	171964	692	0	correct_rejection	NA	0
1	Nonet	51	375	213	8	0	0	172673	692	0	correct_rejection	NA	0
1	Nonet	52	376	214	9	0	0	173382	691	0	correct_rejection	NA	0
1	Nonet	53	377	215	7	0	0	174090	692	0	correct_rejection	NA	0
1	Nonet	54	378	216	8	0	0	174799	691	0	correct_rejection	NA	0
1	Nonet	55	379	217	0	1	1	175507	692	1	hit	421	0
1	Nonet	56	380	218	9	0	0	176216	691	0	correct_rejection	NA	0
1	Nonet	57	381	219	7	0	0	176924	692	0	correct_rejection	NA	0
1	Nonet	58	382	220	8	0	0	177633	692	0	correct_rejection	NA	0
1	Nonet	59	383	221	9	0	0	178342	691	0	correct_rejection	NA	0
1	Nonet	60	384	222	9	0	0	179050	692	0	correct_rejection	NA	0
1	Nonet	61	385	223	8	0	0	179759	691	0	correct_rejection	NA	0
1	Nonet	62	386	224	7	0	0	180467	692	0	correct_rejection	NA	0
1	Nonet	63	387	225	9	0	0	181176	691	0	correct_rejection	NA	0
1	Nonet	64	388	226	8	0	0	181884	692	0	correct_rejection	NA	0
1	Nonet	65	389	227	0	1	1	182593	692	1	hit	404	0
1	Nonet	66	390	228	7	0	0	183301	692	0	correct_rejection	NA	0
1	Nonet	67	391	229	9	0	0	184010	692	0	correct_rejection	NA	0
1	Nonet	68	392	230	0	1	1	184719	691	1	hit	543	0
1	Nonet	69	393	231	8	0	0	185427	692	0	correct_rejection	NA	0
1	Nonet	70	394	232	7	0	0	186136	691	0	correct_rejection	NA	0
1	Nonet	71	395	233	9	0	0	186844	692	0	correct_rejection	NA	0
1	Nonet	72	396	234	0	1	1	187553	692	1	hit	421	0
1	Nonet	73	397	235	8	0	0	188261	692	0	correct_rejection	NA	0
1	Nonet	74	398	236	7	0	0	188970	692	0	correct_rejection	NA	0
1	Nonet	75	399	237	9	0	0	189679	691	0	correct_rejection	NA	0
1	Nonet	76	400	238	8	0	0	190387	692	0	correct_rejection	NA	0
1	Nonet	77	401	239	7	0	0	191096	691	0	correct_rejection	NA	0
1	Nonet	78	402	240	9	0	0	191804	692	0	correct_rejection	NA	0
1	Nonet	79	403	241	8	0	0	192513	692	0	correct_rejection	NA	0
1	Nonet	80	404	242	7	0	0	193221	692	0	correct_rejection	NA	0
1	Nonet	81	405	243	6	0	0	193930	692	0	correct_rejection	NA	0
1	Nonet	82	406	244	5	0	0	194639	691	0	correct_rejection	NA	0
1	Nonet	83	407	245	4	0	0	195347	692	0	correct_rejection	NA	0
1	Nonet	84	408	246	0	1	2	196056	691	1	hit	367	0
1	Nonet	85	409	247	6	0	0	196764	692	0	correct_rejection	NA	0
1	Nonet	86	410	248	5	0	0	197473	691	0	correct_rejection	NA	0
1	Nonet	87	411	249	4	0	0	198181	692	0	correct_rejection	NA	0
1	Nonet	88	412	250	6	0	0	198890	692	0	correct_rejection	NA	0
1	Nonet	89	413	251	5	0	0	199599	691	0	correct_rejection	NA	0
1	Nonet	90	414	252	4	0	0	200307	692	0	correct_rejection	NA	0
1	Nonet	91	415	253	7	0	0	201016	691	0	correct_rejection	NA	0
1	Nonet	92	416	254	8	0	0	201724	692	0	correct_rejection	NA	0
1	Nonet	93	417	255	9	0	0	202433	691	0	correct_rejection	NA	0
1	Nonet	94	418	256	7	0	0	203141	692	0	correct_rejection	NA	0
1	Nonet	95	419	257	8	0	0	203850	692	0	correct_rejection	NA	0
1	Nonet	96	420	258	9	0	0	204558	692	0	correct_rejection	NA	0
1	Nonet	97	421	259	7	0	0	205267	692	0	correct_rejection	NA	0
1	Nonet	98	422	260	8	0	0	205976	691	0	correct_rejection	NA	0
1	Nonet	99	423	261	9	0	0	206684	692	0	correct_rejection	NA	0
1	Nonet	100	424	262	6	0	0	207393	691	0	correct_rejection	NA	0
1	Nonet	101	425	263	5	0	0	208101	692	0	correct_rejection	NA	0
1	Nonet	102	426	264	4	0	0	208810	692	0	correct_rejection	NA	0
1	Nonet	103	427	265	6	0	0	209518	692	0	correct_rejection	NA	0
1	Nonet	104	428	266	5	0	0	210227	692	0	correct_rejection	NA	0
1	Nonet	105	429	267	0	1	1	210936	691	1	hit	476	0
1	Nonet	106	430	268	4	0	0	211644	692	0	correct_rejection	NA	0
1	Nonet	107	431	269	6	0	0	212353	691	0	correct_rejection	NA	0
1	Nonet	108	432	270	5	0	0	213061	692	0	correct_rejection	NA	0
1	Nonet	109	433	271	4	0	0	213770	692	0	correct_rejection	NA	0
1	Nonet	110	434	272	6	0	0	214478	692	0	correct_rejection	NA	0
1	Nonet	111	435	273	0	1	1	215187	692	1	hit	458	0
1	Nonet	112	436	274	5	0	0	215896	691	0	correct_rejection	NA	0
1	Nonet	113	437	275	4	0	0	216604	692	0	correct_rejection	NA	0
1	Nonet	114	438	276	6	0	0	217313	691	0	correct_rejection	NA	0
1	Nonet	115	439	277	5	0	0	218021	692	0	correct_rejection	NA	0
1	Nonet	116	440	278	0	1	1	218730	691	1	hit	442	0
1	Nonet	117	441	279	4	0	0	219438	692	0	correct_rejection	NA	0
1	Nonet	118	442	280	6	0	0	220147	692	0	correct_rejection	NA	0
1	Nonet	119	443	281	5	0	0	220856	691	0	correct_rejection	NA	0
1	Nonet	120	444	282	4	0	0	221564	692	0	correct_rejection	NA	0
1	Nonet	121	445	283	9	0	0	222273	691	0	correct_rejection	NA	0
1	Nonet	122	446	284	8	0	0	222981	692	0	correct_rejection	NA	0
1	Nonet	123	447	285	7	0	0	223690	691	0	correct_rejection	NA	0
1	Nonet	124	448	286	9	0	0	224398	692	0	correct_rejection	NA	0
1	Nonet	125	449	287	8	0	0	225107	692	0	correct_rejection	NA	0
1	Nonet	126	450	288	7	0	0	225815	692	0	correct_rejection	NA	0
1	Nonet	127	451	289	0	1	2	226524	692	1	hit	375	0
1	Nonet	128	452	290	9	0	0	227233	691	0	correct_rejection	NA	0
1	Nonet	129	453	291	8	0	0	227941	692	0	correct_rejection	NA	0
1	Nonet	130	454	292	7	0	0	228650	691	0	correct_rejection	NA	0
1	Nonet	131	455	293	0	1	3	229358	692	1	hit	452	0
1	Nonet	132	456	294	7	0	0	230067	692	0	correct_rejection	NA	0
1	Nonet	133	457	295	8	0	0	230775	692	0	correct_rejection	NA	0
1	Nonet	134	458	296	9	0	0	231484	692	0	correct_rejection	NA	0
1	Nonet	135	459	297	0	1	2	232193	691	1	hit	412	0
1	Nonet	136	460	298	7	0	0	232901	692	0	correct_rejection	NA	0
1	Nonet	137	461	299	8	0	0	233610	691	0	correct_rejection	NA	0
1	Nonet	138	462	300	9	0	0	234318	692	0	correct_rejection	NA	0
1	Nonet	139	463	301	7	0	0	235027	692	0	correct_rejection	NA	0
1	Nonet	140	464	302	8	0	0	235735	692	0	correct_rejection	NA	0
1	Nonet	141	465	303	9	0	0	236444	692	0	correct_rejection	NA	0
1	Nonet	142	466	304	0	1	3	237153	691	1	hit	385	0
1	Nonet	143	467	305	7	0	0	237861	692	0	correct_rejection	NA	0
1	Nonet	144	468	306	8	0	0	238570	691	0	correct_rejection	NA	0
1	Nonet	145	469	307	0	1	1	239278	692	1	hit	479	0
1	Nonet	146	470	308	9	0	0	239987	691	0	correct_rejection	NA	0
1	Nonet	147	471	309	7	0	0	240695	692	0	correct_rejection	NA	0
1	Nonet	148	472	310	8	0	0	241404	692	0	correct_rejection	NA	0
1	Nonet	149	473	311	9	0	0	242113	691	0	correct_rejection	NA	0
1	Nonet	150	474	312	7	0	0	242821	692	0	correct_rejection	NA	0
1	Nonet	151	475	313	8	0	0	243530	691	0	correct_rejection	NA	0
1	Nonet	152	476	314	9	0	0	244238	692	0	correct_rejection	NA	0
1	Nonet	153	477	315	0	1	3	244947	691	1	hit	377	0
1	Nonet	154	478	316	4	0	0	245655	692	0	correct_rejection	NA	0
1	Nonet	155	479	317	5	0	0	246364	692	0	correct_rejection	NA	0
1	Nonet	156	480	318	6	0	0	247072	692	0	correct_rejection	NA	0
1	Nonet	157	481	319	4	0	0	247781	692	0	correct_rejection	NA	0
1	Nonet	158	482	320	5	0	0	248490	691	0	correct_rejection	NA	0
1	Nonet	159	483	321	6	0	0	249198	692	0	correct_rejection	NA	0
1	Nonet	160	484	322	4	0	0	249907	691	0	correct_rejection	NA	0
1	Nonet	161	485	323	5	0	0	250615	692	0	correct_rejection	NA	0
1	Nonet	162	486	324	6	0	0	251324	692	0	correct_rejection	NA	0
1	Correct	1	487	325	4	0	0	257843	691	0	correct_rejection	NA	775078
1	Correct	2	488	326	5	0	0	258551	692	0	correct_rejection	NA	0
1	Correct	3	489	327	6	0	0	259260	692	0	correct_rejection	NA	0
1	Correct	4	490	328	4	0	0	259968	692	0	correct_rejection	NA	0
1	Correct	5	491	329	0	1	1	260677	692	1	hit	426	0
1	Correct	6	492	330	5	0	0	261386	691	0	correct_rejection	NA	0
1	Correct	7	493	331	6	0	0	262094	692	0	correct_rejection	NA	0
1	Correct	8	494	332	0	1	2	262803	691	1	hit	410	0
1	Correct	9	495	333	4	0	0	263511	692	0	correct_rejection	NA	0
1	Correct	10	496	334	5	0	0	264220	691	0	correct_rejection	NA	0
1	Correct	11	497	335	6	0	0	264928	692	0	correct_rejection	NA	0
1	Correct	12	498	336	6	0	0	265637	692	0	correct_rejection	NA	0
1	Correct	13	499	337	5	0	0	266345	692	0	correct_rejection	NA	0
1	Correct	14	500	338	4	0	0	267054	692	0	correct_rejection	NA	0
1	Correct	15	501	339	0	1	2	267763	691	1	hit	391	0
1	Correct	16	502	340	6	0	0	268471	692	0	correct_rejection	NA	0
1	Correct	17	503	341	5	0	0	269180	691	0	correct_rejection	NA	0
1	Correct	18	504	342	4	0	0	269888	692	0	correct_rejection	NA	0
1	Correct	19	505	343	6	0	0	270597	692	0	correct_rejection	NA	0
1	Correct	20	506	344	0	1	1	271305	692	1	hit	438	0
1	Correct	21	507	345	5	0	0	272014	692	0	correct_rejection	NA	0
1	Correct	22	508	346	4	0	0	272723	691	0	correct_rejection	NA	0
1	Correct	23	509	347	9	0	0	273431	692	0	correct_rejection	NA	0
1	Correct	24	510	348	8	0	0	274140	691	0	correct_rejection	NA	0
1	Correct	25	511	349	7	0	0	274848	692	0	correct_rejection	NA	0
1	Correct	26	512	350	9	0	0	275557	692	0	correct_rejection	NA	0
1	Correct	27	513	351	0	1	1	276265	692	1	hit	396	0
1	Correct	28	514	352	8	0	0	276974	692	0	correct_rejection	NA	0
1	Correct	29	515	353	7	0	0	277683	691	0	correct_rejection	NA	0
1	Correct	30	516	354	9	0	0	278391	692	0	correct_rejection	NA	0
1	Correct	31	517	355	8	0	0	279100	691	0	correct_rejection	NA	0
1	Correct	32	518	356	0	1	1	279808	692	1	hit	529	0
1	Correct	33	519	357	7	0	0	280517	692	0	correct_rejection	NA	0
1	Correct	34	520	358	7	0	0	281225	692	0	correct_rejection	NA	0
1	Correct	35	521	359	8	0	0	281934	692	0	correct_rejection	NA	0
1	Correct	36	522	360	9	0	0	282643	691	0	correct_rejection	NA	0
1	Correct	37	523	361	7	0	0	283351	692	0	correct_rejection	NA	0
1	Correct	38	524	362	8	0	0	284060	691	0	correct_rejection	NA	0
1	Correct	39	525	363	9	0	0	284768	692	0	correct_rejection	NA	0
1	Correct	40	526	364	7	0	0	285477	691	0	correct_rejection	NA	0
1	Correct	41	527	365	8	0	0	286185	692	0	correct_rejection	NA	0
1	Correct	42	528	366	9	0	0	286894	692	0	correct_rejection	NA	0
1	Correct	43	529	367	4	0	0	287602	692	0	correct_rejection	NA	0
1	Correct	44	530	368	5	0	0	288311	692	0	correct_rejection	NA	0
1	Correct	45	531	369	6	0	0	289020	691	0	correct_rejection	NA	0
1	Correct	46	532	370	4	0	0	289728	692	0	correct_rejection	NA	0
1	Correct	47	533	371	5	0	0	290437	691	0	correct_rejection	NA	0
1	Correct	48	534	372	6	0	0	291145	692	0	correct_rejection	NA	0
1	Correct	49	535	373	4	0	0	291854	692	0	correct_rejection	NA	0
1	Correct	50	536	374	5	0	0	292562	692	0	correct_rejection	NA	0
1	Correct	51	537	375	0	1	1	293271	692	1	hit	378	0
1	Correct	52	538	376	6	0	0	293980	691	0	correct_rejection	NA	0
1	Correct	53	539	377	6	0	0	294688	692	0	correct_rejection	NA	0
1	Correct	54	540	378	5	0	0	295397	691	0	correct_rejection	NA	0
1	Correct	55	541	379	4	0	0	296105	692	0	correct_rejection	NA	0
